"HGNC ID","Status","Approved symbol","Approved name","Chromosome location","Orphanet ID","OMIM ID"
"HGNC:13655","Approved","SCUBE3","signal peptide, CUB domain and EGF like domain containing 3","6p21.3",,614708
"HGNC:32322","Approved","SCX","scleraxis bHLH transcription factor","8q24.3",,609067
"HGNC:34218","Approved","SCYGR1","small cysteine and glycine repeat containing 1","2q36.3",,
"HGNC:34220","Approved","SCYGR2","small cysteine and glycine repeat containing 2","2q36.3",,
"HGNC:34222","Approved","SCYGR3","small cysteine and glycine repeat containing 3","2q36.3",,
"HGNC:34223","Approved","SCYGR4","small cysteine and glycine repeat containing 4","2q36.3",,
"HGNC:34224","Approved","SCYGR5","small cysteine and glycine repeat containing 5","2q36.3",,
"HGNC:34225","Approved","SCYGR6","small cysteine and glycine repeat containing 6","2q36.3",,
"HGNC:34226","Approved","SCYGR7","small cysteine and glycine repeat containing 7","2q36.3",,
"HGNC:34227","Approved","SCYGR8","small cysteine and glycine repeat containing 8","2q36.3",,
"HGNC:34219","Approved","SCYGR9","small cysteine and glycine repeat containing 9 (gene/pseudogene)","2q36.3",,
"HGNC:34221","Approved","SCYGR10","small cysteine and glycine repeat containing 10 (gene/pseudogene)","2q36.3",,
"HGNC:14372","Approved","SCYL1","SCY1 like pseudokinase 1","11q13.1",471036,607982
"HGNC:19286","Approved","SCYL2","SCY1 like pseudokinase 2","12q23.1",,616365
"HGNC:54685","Approved","SCYL2P1","SCYL2 pseudogene 1","2q33.1",,
"HGNC:19285","Approved","SCYL3","SCY1 like pseudokinase 3","1q24.2",,608192
"HGNC:10649","Entry Withdrawn","SCZD1","schizophrenia disorder 1","5q11.2-q13.3",,
"HGNC:10650","Entry Withdrawn","SCZD2","schizophrenia disorder 2","11q14-q21",,
"HGNC:10651","Entry Withdrawn","SCZD3","schizophrenia disorder 3","6pter-p22",,
"HGNC:10652","Entry Withdrawn","SCZD4","schizophrenia disorder 4","22q11-q13",,
"HGNC:10653","Entry Withdrawn","SCZD5","schizophrenia disorder 5","6q13-q26",,
"HGNC:10654","Entry Withdrawn","SCZD6","schizophrenia disorder 6","8p21",,
"HGNC:10655","Entry Withdrawn","SCZD7","schizophrenia disorder 7","13q32",,
"HGNC:10656","Entry Withdrawn","SCZD8","schizophrenia disorder 8","18p",,
"HGNC:17339","Entry Withdrawn","SCZD10","schizophrenia disorder 10 (periodic catatonia)","15q15",,
"HGNC:25537","Approved","SDAD1","SDA1 domain containing 1","4q21.1",,
"HGNC:41106","Approved","SDAD1-AS1","SDAD1 antisense RNA 1","4q21.1",,
"HGNC:31403","Approved","SDAD1P1","SDA1 domain containing 1 pseudogene 1","8p21.2",,
"HGNC:31404","Approved","SDAD1P2","SDA1 domain containing 1 pseudogene 2","20p12.2",,
"HGNC:39260","Approved","SDAD1P3","SDA1 domain containing 1 pseudogene 3","3p22.3",,
"HGNC:39261","Approved","SDAD1P4","SDA1 domain containing 1 pseudogene 4","13q12.12",,
"HGNC:10658","Approved","SDC1","syndecan 1","2p24.1",,186355
"HGNC:10659","Approved","SDC2","syndecan 2","8q22.1",,142460
"HGNC:10660","Approved","SDC3","syndecan 3","1p35.2",,186357
"HGNC:10661","Approved","SDC4","syndecan 4","20q13.12",,600017
"HGNC:18903","Approved","SDC4P","syndecan 4 pseudogene","22q12.2",,
"HGNC:10662","Approved","SDCBP","syndecan binding protein","8q12.1",,602217
"HGNC:15756","Approved","SDCBP2","syndecan binding protein 2","20p13",,617358
"HGNC:44314","Approved","SDCBP2-AS1","SDCBP2 antisense RNA 1","20p13",,
"HGNC:44685","Approved","SDCBP2P1","syndecan binding protein 2 pseudogene 1","6q13",,
"HGNC:44684","Approved","SDCBPP1","syndecan binding protein pseudogene 1","10p15.1",,
"HGNC:44686","Approved","SDCBPP2","syndecan binding protein pseudogene 2","8q13.3",,
"HGNC:44687","Approved","SDCBPP3","syndecan binding protein pseudogene 3","Xp11.4",,
"HGNC:10671","Approved","SDCCAG8","SHH signaling and ciliogenesis regulator SDCCAG8","1q43-q44",244364,613524
"HGNC:26643","Approved","SDE2","SDE2 telomere maintenance homolog","1q42.12",,
"HGNC:10675","Approved","SDF2","stromal cell derived factor 2","17q11.2",,602934
"HGNC:10676","Approved","SDF2L1","stromal cell derived factor 2 like 1","22q11.21",,607551
"HGNC:24188","Approved","SDF4","stromal cell derived factor 4","1p36.33",,614282
"HGNC:10680","Approved","SDHA","succinate dehydrogenase complex flavoprotein subunit A","5p15.33",118549,600857
"HGNC:33867","Approved","SDHAF1","succinate dehydrogenase complex assembly factor 1","19q13.12",201507,612848
"HGNC:26034","Approved","SDHAF2","succinate dehydrogenase complex assembly factor 2","11q12.2",209279,613019
"HGNC:21752","Approved","SDHAF3","succinate dehydrogenase complex assembly factor 3","7q21.3",,615773
"HGNC:20957","Approved","SDHAF4","succinate dehydrogenase complex assembly factor 4","6q13",,
"HGNC:32455","Approved","SDHAP1","succinate dehydrogenase complex flavoprotein subunit A pseudogene 1","3q29",,
"HGNC:27408","Approved","SDHAP2","succinate dehydrogenase complex flavoprotein subunit A pseudogene 2","3q29",,
"HGNC:18781","Approved","SDHAP3","succinate dehydrogenase complex flavoprotein subunit A pseudogene 3","5p15.33",,
"HGNC:10681","Approved","SDHB","succinate dehydrogenase complex iron sulfur subunit B","1p36.13",118554,185470
"HGNC:10682","Approved","SDHC","succinate dehydrogenase complex subunit C","1q23.3",118558,602413
"HGNC:31734","Approved","SDHCP1","succinate dehydrogenase complex subunit C pseudogene 1","18q22.1",,
"HGNC:45177","Approved","SDHCP2","succinate dehydrogenase complex subunit C pseudogene 2","10q23.32",,
"HGNC:45178","Approved","SDHCP3","succinate dehydrogenase complex subunit C pseudogene 3","2p23.3",,
"HGNC:45179","Approved","SDHCP4","succinate dehydrogenase complex subunit C pseudogene 4","11p15.1",,
"HGNC:10683","Approved","SDHD","succinate dehydrogenase complex subunit D","11q23.1",118561,602690
"HGNC:10684","Approved","SDHDP1","succinate dehydrogenase complex subunit D pseudogene 1","18p11.21",,
"HGNC:10685","Approved","SDHDP2","succinate dehydrogenase complex subunit D pseudogene 2","7q33",,
"HGNC:10686","Approved","SDHDP3","succinate dehydrogenase complex subunit D pseudogene 3","3q26.2",,
"HGNC:10687","Approved","SDHDP4","succinate dehydrogenase complex subunit D pseudogene 4","3p21.31",,
"HGNC:10688","Approved","SDHDP5","succinate dehydrogenase complex subunit D pseudogene 5","2q31.2",,
"HGNC:10689","Approved","SDHDP6","succinate dehydrogenase complex subunit D pseudogene 6","1p36.11",,
"HGNC:31410","Approved","SDHDP7","succinate dehydrogenase complex subunit D pseudogene 7","1p36.1",,
"HGNC:38749","Approved","SDIM1","stress responsive DNAJB4 interacting membrane protein 1","6q27",,
"HGNC:19307","Approved","SDK1","sidekick cell adhesion molecule 1","7p22.2",,607216
"HGNC:40883","Approved","SDK1-AS1","SDK1 antisense RNA 1","7p22.2",,
"HGNC:19308","Approved","SDK2","sidekick cell adhesion molecule 2","17q25.1",,607217
"HGNC:29958","Approved","SDR9C7","short chain dehydrogenase/reductase family 9C member 7","12q13.3",,609769
"HGNC:30311","Approved","SDR16C5","short chain dehydrogenase/reductase family 16C member 5","8q12.1",,608989
"HGNC:35413","Approved","SDR16C6P","short chain dehydrogenase/reductase family 16C member 6, pseudogene","8q12.1",,
"HGNC:20275","Approved","SDR39U1","short chain dehydrogenase/reductase family 39U member 1","14q12",,616162
"HGNC:29834","Approved","SDR42E1","short chain dehydrogenase/reductase family 42E, member 1","16q23.3",,616164
"HGNC:50378","Approved","SDR42E1P1","short chain dehydrogenase/reductase family 42E, member 1 pseudogene 1","9p12",,
"HGNC:51833","Approved","SDR42E1P2","short chain dehydrogenase/reductase family 42E, member 1 pseudogene 2","9p11.1",,
"HGNC:51834","Approved","SDR42E1P3","short chain dehydrogenase/reductase family 42E, member 1 pseudogene 3","9q13",,
"HGNC:51835","Approved","SDR42E1P4","short chain dehydrogenase/reductase family 42E, member 1 pseudogene 4","9q21.11",,
"HGNC:51832","Approved","SDR42E1P5","short chain dehydrogenase/reductase family 42E, member 1 pseudogene 5","2q12.1",,
"HGNC:35414","Approved","SDR42E2","short chain dehydrogenase/reductase family 42E, member 2","16p12.1",,
"HGNC:10691","Approved","SDS","serine dehydratase","12q24.13",,182128
"HGNC:30404","Approved","SDSL","serine dehydratase like","12q24.13",,
"HGNC:10692","Entry Withdrawn","SDU","skeletal dysplasia (unspecified)","reserved",,
"HGNC:32942","Approved","SEBOX","SEBOX homeobox","17q11.2",,610975
"HGNC:44149","Approved","SEC1P","secretory blood group 1, pseudogene","19q13.33",,
"HGNC:17718","Approved","SEC11A","SEC11 homolog A, signal peptidase complex subunit","15q25.2",,618258
"HGNC:31884","Approved","SEC11B","SEC11 homolog B, signal peptidase complex subunit (pseudogene)","8q11.23",,
"HGNC:23400","Approved","SEC11C","SEC11 homolog C, signal peptidase complex subunit","18q21.32",,
"HGNC:10697","Approved","SEC13","SEC13 homolog, nuclear pore and COPII coat complex component","3p25.3",,600152
"HGNC:44529","Approved","SEC13P1","SEC13 homolog, nuclear pore and COPII coat complex component pseudogene 1","3p22.3",,
"HGNC:10698","Approved","SEC14L1","SEC14 like lipid binding 1","17q25.2-q25.3",,601504
"HGNC:44189","Approved","SEC14L1P1","SEC14 like 1 pseudogene 1","11p11.2",,
"HGNC:10699","Approved","SEC14L2","SEC14 like lipid binding 2","22q12.2",,607558
"HGNC:18655","Approved","SEC14L3","SEC14 like lipid binding 3","22q12.2",,612824
"HGNC:20627","Approved","SEC14L4","SEC14 like lipid binding 4","22q12.2",,612825
"HGNC:29032","Approved","SEC14L5","SEC14 like lipid binding 5","16p13.3",,
"HGNC:40047","Approved","SEC14L6","SEC14 like lipid binding 6","22q12.2",,
"HGNC:29006","Approved","SEC16A","SEC16 homolog A, endoplasmic reticulum export factor","9q34.3",,612854
"HGNC:30301","Approved","SEC16B","SEC16 homolog B, endoplasmic reticulum export factor","1q25.2",,612855
"HGNC:20260","Approved","SEC22A","SEC22 homolog A, vesicle trafficking protein","3q21.1",,612442
"HGNC:10700","Approved","SEC22B","SEC22 homolog B, vesicle trafficking protein","1p12",,604029
"HGNC:53890","Approved","SEC22B2P","SEC22 homolog B2, pseudogene","1q21.2",,
"HGNC:53891","Approved","SEC22B3P","SEC22 homolog B3, pseudogene","1q21.2",,
"HGNC:53892","Approved","SEC22B4P","SEC22 homolog B4, pseudogene","1q21.1",,
"HGNC:16828","Approved","SEC22C","SEC22 homolog C, vesicle trafficking protein","3p22.1",,604028
"HGNC:10701","Approved","SEC23A","Sec23 homolog A, COPII coat complex component","14q21.1",118565,610511
"HGNC:53213","Approved","SEC23A-AS1","SEC23A antisense RNA 1","14q21.1",,
"HGNC:10702","Approved","SEC23B","SEC23 homolog B, COPII coat complex component","20p11.23",205932,610512
"HGNC:17018","Approved","SEC23IP","SEC23 interacting protein","10q26.11-q26.12",,617852
"HGNC:10703","Approved","SEC24A","SEC24 homolog A, COPII coat complex component","5q31.1",,607183
"HGNC:53767","Approved","SEC24AP1","SEC24 homolog A pseudogene 1","17q24.2",,
"HGNC:10704","Approved","SEC24B","SEC24 homolog B, COPII coat complex component","4q25",,607184
"HGNC:44003","Approved","SEC24B-AS1","SEC24B antisense RNA 1","4q25",,
"HGNC:10705","Approved","SEC24C","SEC24 homolog C, COPII coat complex component","10q22.2",458278,607185
"HGNC:10706","Approved","SEC24D","SEC24 homolog D, COPII coat complex component","4q26",426017,607186
"HGNC:17052","Approved","SEC31A","SEC31 homolog A, COPII coat complex component","4q21.22",,610257
"HGNC:23197","Approved","SEC31B","SEC31 homolog B, COPII coat complex component","10q24.31",,610258
"HGNC:18276","Approved","SEC61A1","SEC61 translocon subunit alpha 1","3q21.3",,609213
"HGNC:17702","Approved","SEC61A2","SEC61 translocon subunit alpha 2","10p14",,618271
"HGNC:16993","Approved","SEC61B","SEC61 translocon subunit beta","9q22.33",,609214
"HGNC:18277","Approved","SEC61G","SEC61 translocon subunit gamma","7p11.2",,609215
"HGNC:40835","Approved","SEC61G-DT","SEC61G divergent transcript","7p11.2",,
"HGNC:54783","Approved","SEC61GP1","SEC61G pseudogene 1","2q32.3",,
"HGNC:11846","Approved","SEC62","SEC62 homolog, preprotein translocation factor","3q26.2",,602173
"HGNC:40586","Approved","SEC62-AS1","SEC62 antisense RNA 1","3q26.2",,
"HGNC:21082","Approved","SEC63","SEC63 homolog, protein translocation regulator","6q21",118567,608648
"HGNC:41953","Approved","SEC63P1","SEC63 homolog, protein translocation regulator pseudogene 1","1p21.3",,
"HGNC:41954","Approved","SEC63P2","SEC63 homolog, protein translocation regulator pseudogene 2","4p15.1",,
"HGNC:30972","Approved","SECISBP2","SECIS binding protein 2","9q22.2",181119,607693
"HGNC:28997","Approved","SECISBP2L","SECIS binding protein 2 like","15q21.1",,615756
"HGNC:10707","Approved","SECTM1","secreted and transmembrane 1","17q25.3",,602602
"HGNC:30379","Approved","SEH1L","SEH1 like nucleoporin","18p11.21",,609263
"HGNC:10717","Approved","SEL1L","SEL1L adaptor subunit of ERAD E3 ubiquitin ligase","14q31",,602329
"HGNC:15897","Approved","SEL1L2","SEL1L2 adaptor subunit of ERAD E3 ligase","20p12.1",,614289
"HGNC:29108","Approved","SEL1L3","SEL1L family member 3","4p15.2",,
"HGNC:10718","Approved","SELE","selectin E","1q24.2",,131210
"HGNC:10719","Approved","SELENBP1","selenium binding protein 1","1q21.3",,604188
"HGNC:17705","Approved","SELENOF","selenoprotein F","1p22.3",,606254
"HGNC:18251","Approved","SELENOH","selenoprotein H","11q12.1",,607914
"HGNC:29361","Approved","SELENOI","selenoprotein I","2p23.3",,607915
"HGNC:30394","Approved","SELENOK","selenoprotein K","3p21.1",,607916
"HGNC:53724","Approved","SELENOKP1","selenoprotein K pseudogene 1","19q13.12",,
"HGNC:53725","Approved","SELENOKP2","selenoprotein K pseudogene 2","6q23.2",,
"HGNC:53726","Approved","SELENOKP3","selenoprotein K pseudogene 3","6q22.31",,
"HGNC:30397","Approved","SELENOM","selenoprotein M","22q12.2",,610918
"HGNC:15999","Approved","SELENON","selenoprotein N","1p36.11",118596,606210
"HGNC:30395","Approved","SELENOO","selenoprotein O","22q13.33",,607917
"HGNC:53787","Approved","SELENOOLP","selenoprotein O like, pseudogene","10p12.1",,
"HGNC:10751","Approved","SELENOP","selenoprotein P","5p12",,601484
"HGNC:30396","Approved","SELENOS","selenoprotein S","15q26.3",,607918
"HGNC:18136","Approved","SELENOT","selenoprotein T","3q25.1",,607912
"HGNC:53722","Approved","SELENOTP1","selenoprotein T pseudogene 1","9p24.1",,
"HGNC:53723","Approved","SELENOTP2","selenoprotein T pseudogene 2","5q23.2",,
"HGNC:30399","Approved","SELENOV","selenoprotein V","19q13.2",,607919
"HGNC:10752","Approved","SELENOW","selenoprotein W","19q13.33",,603235
"HGNC:10753","Approved","SELENOWP1","selenoprotein W pseudogene 1","1p35.2",,
"HGNC:10720","Approved","SELL","selectin L","1q24.2",,153240
"HGNC:10721","Approved","SELP","selectin P","1q24.2",,173610
"HGNC:10722","Approved","SELPLG","selectin P ligand","12q24.11",,600738
"HGNC:10845","Approved","SEM1","SEM1 26S proteasome complex subunit","7q21.3",138681,601285
"HGNC:24454","Approved","SEM1P1","SEM1 pseudogene 1","5q14.1",,
"HGNC:10723","Approved","SEMA3A","semaphorin 3A","7q21.11",294689,603961
"HGNC:10724","Approved","SEMA3B","semaphorin 3B","3p21.31",,601281
"HGNC:49096","Approved","SEMA3B-AS1","SEMA3B antisense RNA 1 (head to head)","3p21.31",,
"HGNC:10725","Approved","SEMA3C","semaphorin 3C","7q21.11",431136,602645
"HGNC:10726","Approved","SEMA3D","semaphorin 3D","7q21.11",431145,609907
"HGNC:10727","Approved","SEMA3E","semaphorin 3E","7q21.11",118590,608166
"HGNC:10728","Approved","SEMA3F","semaphorin 3F","3p21.31",,601124
"HGNC:40518","Approved","SEMA3F-AS1","SEMA3F antisense RNA 1","3p21.31",,
"HGNC:30400","Approved","SEMA3G","semaphorin 3G","3p21.1",,
"HGNC:10729","Approved","SEMA4A","semaphorin 4A","1q22",158388,607292
"HGNC:10730","Approved","SEMA4B","semaphorin 4B","15q26.1",,617029
"HGNC:10731","Approved","SEMA4C","semaphorin 4C","2q11.2",471040,604462
"HGNC:10732","Approved","SEMA4D","semaphorin 4D","9q22.2",,601866
"HGNC:10734","Approved","SEMA4F","ssemaphorin 4F","2p13.1",,603706
"HGNC:10735","Approved","SEMA4G","semaphorin 4G","10q24.31",,
"HGNC:10736","Approved","SEMA5A","semaphorin 5A","5p15.31",158394,609297
"HGNC:52973","Approved","SEMA5A-AS1","SEMA5A antisense RNA 1","5p15.31",,
"HGNC:10737","Approved","SEMA5B","semaphorin 5B","3q21.1",,609298
"HGNC:10738","Approved","SEMA6A","semaphorin 6A","5q23.1",,605885
"HGNC:51110","Approved","SEMA6A-AS1","SEMA6A antisense RNA 1","5q23.1",,
"HGNC:52754","Approved","SEMA6A-AS2","SEMA6A antisense RNA 2","5q23.1",,
"HGNC:10739","Approved","SEMA6B","semaphorin 6B","19p13.3",,608873
"HGNC:10740","Approved","SEMA6C","semaphorin 6C","1q21.3",,609294
"HGNC:16770","Approved","SEMA6D","semaphorin 6D","15q21.1",,609295
"HGNC:10741","Approved","SEMA7A","semaphorin 7A (John Milton Hagen blood group)","15q24.1",,607961
"HGNC:10742","Approved","SEMG1","semenogelin 1","20q13.12",,182140
"HGNC:10743","Approved","SEMG2","semenogelin 2","20q13.12",,182141
"HGNC:10745","Entry Withdrawn","SEN2","senescence (cellular)-related 2",1,,
"HGNC:10746","Entry Withdrawn","SEN3","senescence (cellular)-related 3","X",,
"HGNC:10747","Entry Withdrawn","SEN6","senescence (cellular)-related 6","6q26-q27",,
"HGNC:10748","Entry Withdrawn","SEN6A","senescence (cellular)-related 6A","6q14-q21",,
"HGNC:10749","Entry Withdrawn","SEN6B","senescence (cellular)-related 6B","6q21-q22",,
"HGNC:44177","Approved","SENCR","smooth muscle and endothelial cell enriched migration/differentiation-associated lncRNA","11q24.3",,615815
"HGNC:17927","Approved","SENP1","SUMO specific peptidase 1","12q13.11",,612157
"HGNC:23116","Approved","SENP2","SUMO specific peptidase 2","3q27.2",,608261
"HGNC:17862","Approved","SENP3","SUMO specific peptidase 3","17p13",,612844
"HGNC:49182","Approved","SENP3-EIF4A1","SENP3-EIF4A1 readthrough (NMD candidate)","17p13.1",,
"HGNC:28407","Approved","SENP5","SUMO specific peptidase 5","3q29",,612845
"HGNC:20944","Approved","SENP6","SUMO specific peptidase 6","6q14.1",,605003
"HGNC:30402","Approved","SENP7","SUMO specific peptidase 7","3q12.3",,612846
"HGNC:22992","Approved","SENP8","SUMO peptidase family member, NEDD8 specific","15q23",,608659
"HGNC:19685","Approved","SEPHS1","selenophosphate synthetase 1","10p13",,600902
"HGNC:42161","Approved","SEPHS1P1","selenophosphate synthetase 1 pseudogene 1","7q11.21",,
"HGNC:42162","Approved","SEPHS1P2","selenophosphate synthetase 1 pseudogene 2","15q26.1",,
"HGNC:42163","Approved","SEPHS1P3","selenophosphate synthetase 1 pseudogene 3","5q35.2",,
"HGNC:42169","Approved","SEPHS1P4","selenophosphate synthetase 1 pseudogene 4","Xq13.2",,
"HGNC:42168","Approved","SEPHS1P6","selenophosphate synthetase 1 pseudogene 6","2q33.1",,
"HGNC:42167","Approved","SEPHS1P7","selenophosphate synthetase 1 pseudogene 7","2q14.1",,
"HGNC:19686","Approved","SEPHS2","selenophosphate synthetase 2","16p11.2",,606218
"HGNC:42165","Approved","SEPHS2P1","selenophosphate synthetase 2 pseudogene 1","5p15.2",,
"HGNC:30605","Approved","SEPSECS","Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase","4p15.2",251270,613009
"HGNC:27737","Approved","SEPSECS-AS1","SEPSECS antisense RNA 1 (head to head)","4p15.2",,
"HGNC:2879","Approved","SEPTIN1","septin 1","16p11.2",,612897
"HGNC:7729","Approved","SEPTIN2","septin 2","2q37.3",,601506
"HGNC:40017","Approved","SEPTIN2P1","septin 2 pseudogene 1","1p21.1",,
"HGNC:10750","Approved","SEPTIN3","septin 3","22q13.2",,608314
"HGNC:9165","Approved","SEPTIN4","septin 4","17q22",,603696
"HGNC:51345","Approved","SEPTIN4-AS1","SEPTIN4 antisense RNA 1","17q22",,
"HGNC:9164","Approved","SEPTIN5","septin 5","22q11.21",,602724
"HGNC:15848","Approved","SEPTIN6","septin 6","Xq24",,300683
"HGNC:1717","Approved","SEPTIN7","septin 7","7p14.2",,603151
"HGNC:51153","Approved","SEPTIN7-DT","SEPTIN7 divergent transcript","7p14.2",,
"HGNC:19926","Approved","SEPTIN7P1","septin 7 pseudogene 1","14q13.2",,
"HGNC:32339","Approved","SEPTIN7P2","septin 7 pseudogene 2","7p12.3",,611563
"HGNC:38038","Approved","SEPTIN7P3","septin 7 pseudogene 3","7p14.2",,
"HGNC:38039","Approved","SEPTIN7P4","septin 7 pseudogene 4","7q11.21",,
"HGNC:38041","Approved","SEPTIN7P5","septin 7 pseudogene 5","7q11.21",,
"HGNC:38042","Approved","SEPTIN7P6","septin 7 pseudogene 6","7q36.1",,
"HGNC:38043","Approved","SEPTIN7P7","septin 7 pseudogene 7","9q22.33",,
"HGNC:38044","Approved","SEPTIN7P8","septin 7 pseudogene 8","19q13.42",,
"HGNC:30810","Approved","SEPTIN7P9","septin 7 pseudogene 9","10p11.1",,
"HGNC:55089","Approved","SEPTIN7P10","septin 7 pseudogene 10","5q23.1",,
"HGNC:55090","Approved","SEPTIN7P11","septin 7 pseudogene 11","11p11.12",,
"HGNC:55091","Approved","SEPTIN7P12","septin 7 pseudogene 12","17q23.2",,
"HGNC:55092","Approved","SEPTIN7P13","septin 7 pseudogene 13","1q42.11",,
"HGNC:44219","Approved","SEPTIN7P14","septin 7 pseudogene 14","4q26",,
"HGNC:55096","Approved","SEPTIN7P15","septin 7 pseudogene 15","7p11.2",,
"HGNC:16511","Approved","SEPTIN8","septin 8","5q31.1",,608418
"HGNC:7323","Approved","SEPTIN9","septin 9","17q25.3",117605,604061
"HGNC:52818","Approved","SEPTIN9-DT","SEPTIN9 divergent transcript","17q25.3",,
"HGNC:14349","Approved","SEPTIN10","septin 10","2q13",,611737
"HGNC:40018","Approved","SEPTIN10P1","septin 10 pseudogene 1","8q12.1",,
"HGNC:25589","Approved","SEPTIN11","septin 11","4q21.1",,612887
"HGNC:26348","Approved","SEPTIN12","septin 12","16p13.3",408642,611562
"HGNC:33280","Approved","SEPTIN14","septin 14","7p11.2",369815,612140
"HGNC:51685","Approved","SEPTIN14P1","septin 14 pseudogene 1","7q11.21",,
"HGNC:51686","Approved","SEPTIN14P2","septin 14 pseudogene 2","2q37.3",,
"HGNC:51687","Approved","SEPTIN14P3","septin 14 pseudogene 3","3q29",,
"HGNC:51688","Approved","SEPTIN14P4","septin 14 pseudogene 4","4q26",,
"HGNC:51689","Approved","SEPTIN14P5","septin 14 pseudogene 5","5q35.3",,
"HGNC:51690","Approved","SEPTIN14P6","septin 14 pseudogene 6","6p25.3",,
"HGNC:51691","Approved","SEPTIN14P7","septin 14 pseudogene 7","7p12.3",,
"HGNC:51692","Approved","SEPTIN14P8","septin 14 pseudogene 8","8p23.3",,
"HGNC:51697","Approved","SEPTIN14P10","septin 14 pseudogene 10","10p11.1",,
"HGNC:51698","Approved","SEPTIN14P11","septin 14 pseudogene 11","11p15.5",,
"HGNC:51699","Approved","SEPTIN14P12","septin 14 pseudogene 12","1q31.3",,
"HGNC:51700","Approved","SEPTIN14P13","septin 14 pseudogene 13","1p36.33",,
"HGNC:51701","Approved","SEPTIN14P14","septin 14 pseudogene 14","1p36.33",,
"HGNC:51702","Approved","SEPTIN14P15","septin 14 pseudogene 15","1q42.11",,
"HGNC:51704","Approved","SEPTIN14P16","septin 14 pseudogene 16","16q24.3",,
"HGNC:51703","Approved","SEPTIN14P17","septin 14 pseudogene 17","1q42.13",,
"HGNC:51705","Approved","SEPTIN14P18","septin 14 pseudogene 18","1p36.33",,
"HGNC:51707","Approved","SEPTIN14P19","septin 14 pseudogene 19","19p13.3",,
"HGNC:51706","Approved","SEPTIN14P20","septin 14 pseudogene 20","20q13.33",,
"HGNC:51712","Approved","SEPTIN14P21","septin 14 pseudogene 21","1q43",,
"HGNC:51708","Approved","SEPTIN14P22","septin 14 pseudogene 22","Yq11.23",,
"HGNC:51709","Approved","SEPTIN14P23","septin 14 pseudogene 23","Yq11.23",,
"HGNC:51710","Approved","SEPTIN14P24","septin 14 pseudogene 24","7p11.2",,
"HGNC:21061","Approved","SERAC1","serine active site containing 1","6q25.3",356228,614725
"HGNC:17860","Approved","SERBP1","SERPINE1 mRNA binding protein 1","1p31.3",,607378
"HGNC:32247","Approved","SERBP1P1","SERPINE1 mRNA binding protein 1 pseudogene 1","Xq13.1",,
"HGNC:23967","Approved","SERBP1P2","SERPINE1 mRNA binding protein 1 pseudogene 2","Yp11.2",,
"HGNC:44630","Approved","SERBP1P3","SERPINE1 mRNA binding protein 1 pseudogene 3","3p21.1",,
"HGNC:44631","Approved","SERBP1P4","SERPINE1 mRNA binding protein 1 pseudogene 4","Xq21.31",,
"HGNC:44632","Approved","SERBP1P5","SERPINE1 mRNA binding protein 1 pseudogene 5","4q21.21",,
"HGNC:44635","Approved","SERBP1P6","SERPINE1 mRNA binding protein 1 pseudogene 6","5p13.1",,
"HGNC:10755","Approved","SERF1A","small EDRK-rich factor 1A","5q13.2",,603011
"HGNC:44061","Approved","SERF1AP1","small EDRK-rich factor 1A pseudogene 1","4q28.3",,
"HGNC:10756","Approved","SERF1B","small EDRK-rich factor 1B","5q13.2",,
"HGNC:10757","Approved","SERF2","small EDRK-rich factor 2","15q15.3",,605054
"HGNC:17499","Approved","SERGEF","secretion regulating guanine nucleotide exchange factor","11p15.1",,606051
"HGNC:14408","Approved","SERHL","serine hydrolase like (pseudogene)","22q13.2",,607979
"HGNC:29446","Approved","SERHL2","serine hydrolase like 2","22q13.2",,
"HGNC:13464","Approved","SERINC1","serine incorporator 1","6q22.31",,614548
"HGNC:23231","Approved","SERINC2","serine incorporator 2","1p35.2",,614549
"HGNC:11699","Approved","SERINC3","serine incorporator 3","20q13.12",,607165
"HGNC:32237","Approved","SERINC4","serine incorporator 4","15q15.3",,614550
"HGNC:18825","Approved","SERINC5","serine incorporator 5","5q14.1",,614551
"HGNC:10759","Approved","SERP1","stress associated endoplasmic reticulum protein 1","3q25.1",,617674
"HGNC:20607","Approved","SERP2","stress associated endoplasmic reticulum protein family member 2","13q14.11",,
"HGNC:8941","Approved","SERPINA1","serpin family A member 1","14q32.13",118602,107400
"HGNC:8985","Approved","SERPINA2","serpin family A member 2 (gene/pseudogene)","14q32.13",,107410
"HGNC:16","Approved","SERPINA3","serpin family A member 3","14q32.13",200946,107280
"HGNC:8948","Approved","SERPINA4","serpin family A member 4","14q32.13",,147935
"HGNC:8723","Approved","SERPINA5","serpin family A member 5","14q32.13",,601841
"HGNC:1540","Approved","SERPINA6","serpin family A member 6","14q32.13",201291,122500
"HGNC:11583","Approved","SERPINA7","serpin family A member 7","Xq22.3",212874,314200
"HGNC:44398","Approved","SERPINA7P1","serpin family A member 7 pseudogene 1","Xq22.3",,
"HGNC:15995","Approved","SERPINA9","serpin family A member 9","14q32.13",,615677
"HGNC:15996","Approved","SERPINA10","serpin family A member 10","14q32.13",462050,605271
"HGNC:19193","Approved","SERPINA11","serpin family A member 11","14q32.13",,
"HGNC:18359","Approved","SERPINA12","serpin family A member 12","14q32.13",,617471
"HGNC:30909","Approved","SERPINA13P","serpin family A member 13, pseudogene","14q32.13",,
"HGNC:44397","Approved","SERPINA15P","serpin family A member 15, pseudogene","8q23.3",,
